"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3230000","CDFH3301062020000016","20200710","","01","영업/정상","13","영업중","","","","","02-422-4365","","","서울특별시 송파구 석촌동 210 공익빌딩","서울특별시 송파구 백제고분로 276 공익빌딩 3층 2호 (석촌동)","05679","(주) 더랩스휘트니스 석촌고분","20200710174204","I","2019-12-06 23:02:00.0","","208529.294612776","444440.154041662","","","","","","","","",""
"3190000","CDFH3301062021000009","20211013","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 상도1동 678 상도한의원","서울특별시 동작구 양녕로 269-1 상도한의원 지1층 (상도1동)","06919","더 본짐","20211013132900","I","2020-10-30 23:05:00.0","","195401.439907224","444649.359096315","","","","","","","","",""
"3150000","CDFH3301062020000016","20200714","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 797-7 퀸즈파크텐 508호","서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 508호 (마곡동)","07803","번타임 코리아","20200716185625","U","2019-12-06 23:08:00.0","","","","","","","","","","","",""
"3000000","CDFH3301062020000007","20200720","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 76 롯데캐슬 천지인","서울특별시 종로구 종로 347 지하119~129호 (숭인동 롯데캐슬 천지인)","03113","(주) 케이디스포츠 스포애니 동묘앞역점","20200721091004","I","2019-12-06 22:02:00.0","","201359.53353905","452395.659064842","","","","","","","","",""
"3000000","CDFH3301062020000006","20200717","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 76 롯데캐슬 천지인","서울특별시 종로구 종로 347 지하119~129호 (숭인동 롯데캐슬 천지인)","03113","스포애니 동묘앞역점","20200721091838","I","2019-12-06 22:03:00.0","","201359.53353905","452395.659064842","","","","","","","","",""
"3140000","CDFH3301062013000007","20131030","","03","폐업","03","폐업","20200602","","","","","","","서울특별시 양천구 신정동 1320번지","서울특별시 양천구 신정이펜2로 14 (신정동 서남 프라자2)","08049","커브스신월클럽","20200602112526","U","2019-12-06 00:04:00.0","","185099.82674039","445627.497359739","","","","","","","","",""
"3060000","CDFH3301062020000003","20200713","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 망우동 442-21 까치유치원","서울특별시 중랑구 용마산로 448 까치유치원 23층 (망우동)","02188","리얼타임 피트니스","20200713131202","I","2019-12-06 23:05:00.0","","208591.021424155","454321.403758328","","","","","","","","",""
"3200000","CDFH3301062020000010","20200713","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 729-32 해태보라매타워","서울특별시 관악구 보라매로3길 29 3층 07 08호 (봉천동 해태보라매타워)","08708","제이디피티샵","20200713184340","I","2019-12-06 23:05:00.0","","193306.240555398","443221.321009043","","","","","","","","",""
"3210000","CDFH3301062021000019","20210630","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 잠원동 14-16 금산빌딩","서울특별시 서초구 나루터로 75 금산빌딩 지하1층 (잠원동)","06525","헬링짐","20210630151749","I","2020-12-07 00:02:00.0","","201520.254586175","445960.835289042","","","","","","","","",""
"3020000","CDFH3301062006000002","20060523","","01","영업/정상","13","영업중","","","","","02-6393-1375","","","서울특별시 용산구 이태원동 116-1 지하2층","서울특별시 용산구 이태원로27가길 26 (이태원동 해밀톤호텔 별관)","04350","해밀톤 휘트니스센터","20200713170919","U","2019-12-06 23:05:00.0","","199357.143999617","448100.802302867","","","","","","","","",""
"3030000","CDFH3301062014000001","20140319","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","02-2297-8230","","133784","서울특별시 성동구 행당동 346","서울특별시 성동구 행당로 84 401402403호 (행당동 행당한진타운 종합상가)","04717","휘트니스홀릭","20200722160428","U","2019-12-06 22:04:00.0","","202511.142930696","450401.303715561","","","","","","","","",""
"3030000","CDFH3301062010000003","20101130","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","02-2298-8889","","133812","서울특별시 성동구 마장동 474-3 4층","","","고려헬스클럽","20200722160407","U","2019-12-06 22:04:00.0","","203235.0516216","452063.440192474","","","","","","","","",""
"3030000","CDFH3301062005000002","20050425","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","2115-2525","","133826","서울특별시 성동구 성수동2가 231-1 성동마트 4층","서울특별시 성동구 뚝섬로 447  (성수동2가성동마트 4층)","","(주)청명씨앤씨","20200722160407","U","2019-12-06 22:04:00.0","","205260.827743854","448399.948660115","","","","","","","","",""
"3030000","CDFH3301062004000005","20040628","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","2296-5118","","133859","서울특별시 성동구 하왕십리동 1016-1","서울특별시 성동구 행당로9길 42  (하왕십리동)","","우정여성요가헬스클럽","20200722160407","U","2019-12-06 22:04:00.0","","202443.147308649","450903.039075278","","","","","","","","",""
"3030000","CDFH3301062004000003","20040601","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","","","133834","서울특별시 성동구 성수동2가 289-10 제강빌딩 802호","서울특별시 성동구 성수이로 113  (성수동2가제강빌딩 802호)","","굿모닝헬스","20200722160407","U","2019-12-06 22:04:00.0","","204976.652050117","449220.696790644","","","","","","","","",""
"3030000","CDFH3301062003000002","20031231","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","2298-1542","","133070","서울특별시 성동구 행당동 346 행당한진타운 상가동 제201호","","","골드휘트니스클럽","20200722160407","U","2019-12-06 22:04:00.0","","202511.142930696","450401.303715561","","","","","","","","",""
"3030000","CDFH3301061997000005","19970304","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","296-7474","","133852","서울특별시 성동구 응봉동 98 현대종합상가","","","스타남여휘트니스클럽","20200722160407","U","2019-12-06 22:04:00.0","","202665.642323691","449864.878502796","","","","","","","","",""
"3030000","CDFH3301061996000002","19960613","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","293-7224","","133880","서울특별시 성동구 홍익동 199","서울특별시 성동구 왕십리로24길 36  (홍익동)","","청도헬스","20200722160407","U","2019-12-06 22:04:00.0","","202995.352852359","451483.469225454","","","","","","","","",""
"3030000","CDFH3301061996000001","19960214","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","295-4228","","133809","서울특별시 성동구 금호동4가 544 547 548-1","서울특별시 성동구 독서당로 302  (금호동4가547 548-1)","","종로헬스","20200722160407","U","2019-12-06 22:04:00.0","","201939.3500876","449482.978412921","","","","","","","","",""
"3030000","CDFH3301061993000003","19930727","","04","취소/말소/만료/정지/중지","35","직권말소","20200722","","","","467-7350","","133835","서울특별시 성동구 성수동2가 315-70","서울특별시 성동구 연무장7길 12  (성수동2가)","","유니온헬스클럽","20200722160407","U","2019-12-06 22:04:00.0","","204780.982340553","449043.607254236","","","","","","","","",""
"3150000","CDFH3301062016000007","20160704","","01","영업/정상","13","영업중","","","","","02-2664-7984","","","서울특별시 강서구 마곡동 739-1 마곡더블유타워 10층 1001~1007호","서울특별시 강서구 방화대로 294 10층 1001~1007호 (마곡동 마곡더블유타워)","07599","에이블짐 신방화역점","20200715203451","U","2019-12-06 23:07:00.0","","183758","451652","","","","","","","","",""
"3170000","CDFH3301062003000004","20031209","","01","영업/정상","13","영업중","","","","","808-5105~7","","","서울특별시 금천구 시흥동 831-6 (주)남성프라자","서울특별시 금천구 금하로 705 5층 (시흥동)","08573","에이엠지스포츠 금천점","20211013133711","U","2020-10-30 23:05:00.0","","191823.026849977","438834.378061101","","","","","","","","",""
"3120000","CDFH3301062019000003","20190227","","03","폐업","03","폐업","20200603","","","","","","","서울특별시 서대문구 연희동 188-4번지","서울특별시 서대문구 연희로 91 2층 (연희동)","03708","파트너짐","20200603111046","U","2019-12-06 00:05:00.0","","193771.461647341","451566.925068478","","","","","","","","",""
"3140000","CDFH3301062013000008","20131112","","01","영업/정상","13","영업중","","","","","","","158860","서울특별시 양천구 신정동 995-4번지 302호","서울특별시 양천구 목동로 181 302호 (신정동)","08022","Fitness2.0 PT Studio","20200603131539","U","2019-12-06 00:05:00.0","","187943.595","446944.9","","","","","","","","",""
"3180000","CDFH3301062004000003","20040219","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 양평동5가 76번지","서울특별시 영등포구 양평로24길 9 (양평동5가 양평동한신아파트)","07204","비타민헬스휘트니스","20200605175939","U","2019-12-06 00:07:00.0","","190394.571819262","448656.726986041","","","","","","","","",""
"3150000","CDFH3301062020000018","20200717","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 798-12 마곡엠리체 3001302호","서울특별시 강서구 마곡중앙1로 26 마곡엠리체 301302호 (마곡동)","07807","브이업짐","20200717154851","I","2019-12-06 23:09:00.0","","","","","","","","","","","",""
"3150000","CDFH3301062020000017","20200717","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1060-17 지하1층","서울특별시 강서구 화곡로 195 지하1층 (화곡동)","07700","바디플렉스짐","20200717154835","I","2019-12-06 23:09:00.0","","186014.355926895","449014.442062397","","","","","","","","",""
"3140000","CDFH3301062017000002","20170315","","01","영업/정상","13","영업중","","","","","02-2652-0887","","","서울특별시 양천구 목동 404-137번지 2층","서울특별시 양천구 신목로 98 2층 (목동)","08007","FIT U.S.A(피투사)","20200608173355","U","2019-12-05 23:00:00.0","","188919.01389015","446786.559111612","","","","","","","","",""
"3210000","CDFH3301062012000003","20120601","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 797-24번지 우림빌딩","서울특별시 서초구 동광로 101 우림빌딩 2층 (방배동)","06584","the Fitness LAB","20200608180418","U","2019-12-05 23:00:00.0","","199596.482123437","443179.818178612","","","","","","","","",""
"3070000","CDFH3301062016000006","20161117","","03","폐업","03","폐업","20200603","","","","","","","서울특별시 성북구 정릉동 284-16번지 3층","서울특별시 성북구 보국문로 77 3층 (정릉동)","02709","슬림라인 휘트니스","20200603130919","U","2019-12-06 00:05:00.0","","200690.314159871","456534.449923178","","","","","","","","",""
"3240000","CDFH3301062005000001","20050223","","01","영업/정상","13","영업중","","","","","478-5222","","","서울특별시 강동구 성내동 430-12번지 601호","서울특별시 강동구 강동대로53길 80 (성내동)","05405","짱휘트니스","20200603093120","U","2019-12-06 00:05:00.0","","211680.853759912","447125.42728615","","","","","","","","",""
"3100000","CDFH3301062004000003","20040521","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 공릉동 389-9번지 화랑빌딩","서울특별시 노원구 동일로192길 63 화랑빌딩 4층 (공릉동)","01841","뉴크로핏","20200603144953","U","2019-12-06 00:05:00.0","","206659.512758346","458320.518280138","","","","","","","","",""
"3050000","CDFH3301062004000005","20040428","","04","취소/말소/만료/정지/중지","35","직권말소","20200601","","","","","","130840","서울특별시 동대문구 장안동 338-2번지 4층","서울특별시 동대문구 장한로24길 46 (장안동4층)","","에이스 스포츠클럽","20200603075132","U","2019-12-06 00:05:00.0","","206401.188819875","451959.261330034","","","","","","","","",""
"3080000","CDFH3301062002000004","20021009","","01","영업/정상","13","영업중","","","","","985-5757","","","서울특별시 강북구 미아동 310-4번지 5층","서울특별시 강북구 도봉로 167 5층 (미아동)","01171","M 휘트니스","20200603180036","U","2019-12-06 00:05:00.0","","202301.896655504","457919.42367741","","","","","","","","",""
"3140000","CDFH3301062010000004","20100701","","01","영업/정상","13","영업중","","","","","02-2606-9696","","","서울특별시 양천구 신월동 550-3번지 승일뷰티타워2 10층(1001호~1004호)","서울특별시 양천구 신월로 164 1001~1004호 (신월동 승일뷰티타워2)","08064","MH토탈휘트니스","20200608153743","U","2019-12-05 23:00:00.0","","185962.809546697","446176.170952681","","","","","","","","",""
"3010000","CDFH3301061998000007","19980805","","01","영업/정상","13","영업중","","","","","","","100281","서울특별시 중구 인현동1가 102-5번지","","","벗 명보헬스클럽","20200608170706","U","2019-12-05 23:00:00.0","","199345.537896557","451328.888559506","","","","","","","","",""
"3000000","CDFH3301062003000002","20030814","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","743-5001","","110809","서울특별시 종로구 동숭동 1-45번지 자유빌딩 3층 ","서울특별시 종로구 대학로12길 31 3층 (동숭동)","03086","동숭휘트니스클럽","20180702163707","I","2018-08-31 23:59:59.0","","200249.833658824    ","453384.420169015    ","체력단련장업","사립","","","","2976.36","","",""
"3000000","CDFH3301062005000004","20051019","","04","취소/말소/만료/정지/중지","35","직권말소","20161031","","","","02-2236-5403","","110880","서울특별시 종로구 숭인동 310번지 대우디오빌 (지하1층) ","서울특별시 종로구 종로 344 (숭인동)","03114","TJ 휘트니스","20161031152827","I","2018-08-31 23:59:59.0","","201350.473375538    ","452279.7442603      ","체력단련장업","사립","","","","20698.73","","",""
"3000000","CDFH3301062006000002","20060424","","04","취소/말소/만료/정지/중지","35","직권말소","20180702","","","","02-720-8388","","110070","서울특별시 종로구 내수동 1번지 대성빌딩(8층) ","서울특별시 종로구 새문안로5가길 7 (내수동)","03173","MT휘트니스센터","20180702163808","I","2018-08-31 23:59:59.0","","197637.6027446      ","452274.751389446    ","체력단련장업","사립","","","","","","",""
"3000000","CDFH3301062012000001","20120717","","02","휴업","02","휴업","","20200323","20200922","","02-730-5627","","","서울특별시 종로구 관철동 45-1번지 대왕빌딩 ","서울특별시 종로구 우정국로2길 21 대왕빌딩 9층 (관철동)","03189","토브짐","20200406163146","U","2020-04-08 02:40:00.0","","198541.72075378     ","451935.633974889    ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301061992000003","19921228","","03","폐업","03","폐업","19901204","","","","","","110350","서울특별시 종로구 운니동 114-2번지 ","서울특별시 종로구 율곡로 78  (운니동)","","중앙일보문화센터","20030207091115","I","2018-08-31 23:59:59.0","","198840.373327117    ","452726.998945046    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061993000001","19930702","","03","폐업","03","폐업","20140102","","","","02-743-4016","","110470","서울특별시 종로구 연지동 170번지 ","서울특별시 종로구 종로31길 54 (연지동)","","우진체육관","20140826204251","I","2018-08-31 23:59:59.0","","199821.768264331    ","452316.953823034    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061993000002","19930813","","03","폐업","03","폐업","20030325","","","","","","110090","서울특별시 종로구 교북동 10-10번지 ","서울특별시 종로구 통일로 206  (교북동)","","승리헬스","20030325150350","I","2018-08-31 23:59:59.0","","196496.681277096    ","452158.479695543    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301061994000001","19940516","","03","폐업","03","폐업","20000418","","","","","","110121","서울특별시 종로구 종로1가 21번지 ","","","개선헬스","20030207091115","I","2018-08-31 23:59:59.0","","","","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061998000001","19980107","","03","폐업","03","폐업","19990506","","","","","","110470","서울특별시 종로구 연지동 1-30번지 ","서울특별시 종로구 율곡로 194  (연지동)","","은석스포츠센타","20030207091115","I","2018-08-31 23:59:59.0","","200003.902251234    ","452556.060739615    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061998000002","19980107","","03","폐업","03","폐업","19981116","","","","","","110470","서울특별시 종로구 연지동 1-30번지 ","서울특별시 종로구 율곡로 194  (연지동)","","은석스포츠센타","20030207091115","I","2018-08-31 23:59:59.0","","200003.902251234    ","452556.060739615    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061998000003","19980108","","03","폐업","03","폐업","20010416","","","","","","110470","서울특별시 종로구 연지동 1-30번지 ","서울특별시 종로구 율곡로 194  (연지동)","","주)남중개발","20030207091115","I","2018-08-31 23:59:59.0","","200003.902251234    ","452556.060739615    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061999000003","19991222","","03","폐업","03","폐업","20080314","","","","","","110813","서울특별시 종로구 무악동 45-0번지 무악현대프라자상가4층 ","","","나비스포렉스(주)","20080320105536","I","2018-08-31 23:59:59.0","","","","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301061999000004","19991231","","03","폐업","03","폐업","20181001","","","","02-2275-9889","","","서울특별시 종로구 종로5가 314-7번지 청오가방도매상가 ","서울특별시 종로구 청계천로 229 6층 (종로5가)","03196","한일휘트니스","20181022150748","U","2018-10-24 02:37:18.0","","200199.528812856    ","451980.604036907    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061994000002","19940616","","03","폐업","03","폐업","20181001","","","","02-742-7953","","","서울특별시 종로구 효제동 247-3번지 ","서울특별시 종로구 대학로2길 3 (효제동)","03126","청우헬스","20181022150352","U","2018-10-24 02:37:18.0","","200132.956151293    ","452141.12020806     ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061995000001","19950224","","03","폐업","03","폐업","20181001","","","","02-2274-0798","","","서울특별시 종로구 종로5가 138-2번지 ","서울특별시 종로구 종로 214 (종로5가)","03195","종로헬스","20181022150422","U","2018-10-24 02:37:18.0","","200067.053022051    ","452046.21859559     ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061995000002","19950307","","03","폐업","03","폐업","20040126","","","","","","110836","서울특별시 종로구 종로5가 490-0번지 8층 ","서울특별시 종로구 청계천로 247 (종로5가8층)","","로얄","20150120180335","I","2018-08-31 23:59:59.0","","200389.95085055     ","451961.847134184    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061996000001","19960311","","03","폐업","03","폐업","20000614","","","","","","110809","서울특별시 종로구 동숭동 1-8번지 ","서울특별시 종로구 동숭길 130-5  (동숭동)","","우리들헬스","20030207091115","I","2018-08-31 23:59:59.0","","200201.706233839    ","453509.988964294    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061996000002","19960925","","03","폐업","03","폐업","20031031","","","","","","110123","서울특별시 종로구 종로3가 13-4번지 5층 ","서울특별시 종로구 종로 119  (종로3가5층)","","월드남여헬스크럽","20031031173410","I","2018-08-31 23:59:59.0","","199120.571734839    ","452038.034949856    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062000000002","20000811","","03","폐업","03","폐업","20000811","","","","","","110522","서울특별시 종로구 명륜2가 34-0번지 ","서울특별시 종로구 대명길 22  (명륜2가)","","명륜헬스","20030207091115","I","2018-08-31 23:59:59.0","","199965.552486441    ","453459.106833426    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301062001000001","20010131","","03","폐업","03","폐업","20060811","","","","","","110061","서울특별시 종로구 신문로1가 20-0번지 ","서울특별시 종로구 새문안로 91  (신문로1가)","","피사프코리아","20060814105010","I","2018-08-31 23:59:59.0","","197700.034013631    ","452022.503467072    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062001000003","20010528","","03","폐업","03","폐업","20040601","","","","394-8521","","110846","서울특별시 종로구 평창동 76번지 ","서울특별시 종로구 평창24길 12  (평창동)","","귀빈휘트니스클럽","20040601102806","I","2018-08-31 23:59:59.0","","197725.951068718    ","456251.740629682    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062008000001","20080320","","03","폐업","03","폐업","20160316","","","","02-733-8111","","110080","서울특별시 종로구 무악동 82번지 무악현대프라자 4층 ","서울특별시 종로구 통일로 246-10 (무악동)","03025","나비스포렉스(주)","20160316173235","I","2018-08-31 23:59:59.0","","196467.975088253    ","452566.134030104    ","체력단련장업","사립","","","","","","",""
"3000000","CDFH3301062009000001","20090810","","03","폐업","03","폐업","20110121","","","","737-7881","","110111","서울특별시 종로구 관철동 45-1번지 지상10층 ","서울특별시 종로구 우정국로2길 21  (관철동지상10층)","","아메리카 골프헬스","20110121155124","I","2018-08-31 23:59:59.0","","198541.72075378     ","451935.633974889    ","체력단련장업","사립","","","","","","",""
"3000000","CDFH3301061989000001","19891230","","03","폐업","03","폐업","19980907","","","","","","110825","서울특별시 종로구 숭인동 201-5번지 ","서울특별시 종로구 종로66가길 6  (숭인동)","","종로헬스","20030207091115","I","2018-08-31 23:59:59.0","","201837.706250201    ","452386.077965418    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301061989000002","19891230","","03","폐업","03","폐업","20181001","","","","02-765-4738","","","서울특별시 종로구 종로6가 210-11번지 ","서울특별시 종로구 종로41길 48 (종로6가)","03124","우진헬스","20181022151150","U","2018-10-24 02:37:18.0","","200492.343925646    ","452341.395311037    ","체력단련장업","사립","","","","","","",""
"3000000","CDFH3301061992000001","19920609","","03","폐업","03","폐업","20140210","","","","02-763-7715","","110841","서울특별시 종로구 창신동 407-4번지 ","서울특별시 종로구 종로44길 82 (창신동)","","청송헬스","20140826204416","I","2018-08-31 23:59:59.0","","201237.98437273     ","452042.140095154    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301062002000004","20020628","","03","폐업","03","폐업","20151013","","","","02-730-9717","","110140","서울특별시 종로구 수송동 83-1번지 삼성생명빌딩 지하1층 ","서울특별시 종로구 율곡로2길 19 (수송동삼성생명빌딩 지하1층)","","(주)젠스타서비스 스포존","20151013170113","I","2018-08-31 23:59:59.0","","198279.787364709    ","452430.699653992    ","체력단련장업","사립","","","","","","",""
"3000000","CDFH3301062002000005","20020729","","03","폐업","03","폐업","20060913","","","","","","110420","서울특별시 종로구 관수동 20-0번지 ","서울특별시 종로구 수표로 96  (관수동)","","국일관게임파크","20060913140956","I","2018-08-31 23:59:59.0","","199045.043602772    ","451939.677286976    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062002000006","20020823","","03","폐업","03","폐업","20040422","","","","","","110845","서울특별시 종로구 충신동 189-20번지 ","서울특별시 종로구 율곡로22나길 24  (충신동)","","대동체육관","20040422153037","I","2018-08-31 23:59:59.0","","200327.566741607    ","452385.894530805    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062002000007","20020828","","03","폐업","03","폐업","20120203","","","","","","110825","서울특별시 종로구 숭인동 200-25번지 ","서울특별시 종로구 종로 384  (숭인동)","","종로헬스크럽","20120203132003","I","2018-08-31 23:59:59.0","","201702.974433451    ","452416.909169599    ","체력단련장업","사립","","0","0","0","","",""
"3000000","CDFH3301062002000008","20021129","","03","폐업","03","폐업","20040326","","","","","","110470","서울특별시 종로구 연지동 1-7번지 은석빌딩 서관 지하2층 ","서울특별시 종로구 율곡로 194  (연지동은석빌딩 서관 지하2층)","","오륜 스포츠센터","20040330153459","I","2018-08-31 23:59:59.0","","199976.765493088    ","452526.527263312    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062002000009","20021226","","03","폐업","03","폐업","20040906","","","","","","110111","서울특별시 종로구 관철동 19-7번지 ","서울특별시 종로구 삼일대로17길 40  (관철동)","","종로헬스","20040907093250","I","2018-08-31 23:59:59.0","","198634.448738072    ","451889.198243161    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301062003000001","20030527","","03","폐업","03","폐업","20060710","","","","730-7041","","110110","서울특별시 종로구 서린동 149번지 갑을빌딩 B1 ","서울특별시 종로구 청계천로 11  (서린동갑을빌딩 B1)","","그랜드 스포츠","20060713113737","I","2018-08-31 23:59:59.0","","198057.201456751    ","451911.789172214    ","체력단련장업","사립","0","2","1","","","",""
"3000000","CDFH3301062005000002","20050628","","03","폐업","03","폐업","20090420","","","","02-394-5010","","110846","서울특별시 종로구 평창동 76번지 ","서울특별시 종로구 평창24길 12 (평창동)","110846","귀빈스포츠","20140901161129","I","2018-08-31 23:59:59.0","","197725.951068718    ","456251.740629682    ","체력단련장업","사립","","","","3965.01","","",""
"3000000","CDFH3301062005000003","20050714","","03","폐업","03","폐업","20080401","","","","","","110754","서울특별시 종로구 연지동 1-7번지 로담코센터 서관 (지하2층) ","서울특별시 종로구 율곡로 194 (연지동)","110754","서울스포피아","20140901161311","I","2018-08-31 23:59:59.0","","199976.765493088    ","452526.527263312    ","체력단련장업","사립","","","","23255.71","","",""
"3000000","CDFH3301062019000004","20190826","","03","폐업","03","폐업","20200109","","","","02-725-7411","","","서울특별시 종로구 체부동 32-2번지 영해빌딩 ","서울특별시 종로구 자하문로 21 영해빌딩 5층 502호 (체부동)","03040","CA스포츠","20200109105750","U","2020-01-11 02:40:00.0","","197416.92841556     ","452855.09250407     ","체력단련장업","사립","","1","","690.48","","",""
"3000000","CDFH3301062016000005","20160711","","03","폐업","03","폐업","20181001","","","","02-744-7561","","","서울특별시 종로구 명륜3가 122-1번지 지하1층 ","서울특별시 종로구 성균관로 15-8 지하1층 (명륜3가)","03073","태닝&PT샵","20181022150849","U","2018-10-24 02:37:18.0","","199686.720310761    ","453519.26741939     ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301062014000001","20140509","","03","폐업","03","폐업","20181001","","","","395-2230","","110847","서울특별시 종로구 평창동 158-1번지 ","서울특별시 종로구 평창문화로 75 (평창동)","03009","로얄휘트니스 스튜디오 서울","20181022150916","U","2018-10-24 02:37:18.0","","197212.364862058    ","456055.205802855    ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301062015000001","20150225","","03","폐업","03","폐업","20160830","","","","720-1387","","110032","서울특별시 종로구 신교동 58-1번지 ","서울특별시 종로구 자하문로 85 (신교동)","03035","서촌 휘트니스","20160830180953","I","2018-08-31 23:59:59.0","","197288.633145983    ","453473.855293794    ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301062015000005","20150921","","03","폐업","03","폐업","20191031","","","","02-722-3122","","","서울특별시 종로구 관철동 ","서울특별시 종로구 삼일대로17길 52 5층 (관철동 삼보주단)","03189","PT박스","20191104133251","U","2019-11-06 02:40:00.0","","198568.77792237     ","451891.299622979    ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301062015000007","20151222","","03","폐업","03","폐업","20161208","","","","","","","서울특별시 종로구 인의동 48-2번지 ","서울특별시 종로구 종로 183 지하2층 (인의동 효성주얼리시티)","03130","멋짐 퍼스널 트레이닝","20161208180453","I","2018-08-31 23:59:59.0","","199812.609633255    ","452132.648343993    ","체력단련장업","사립","","1","","","","",""
"3000000","CDFH3301061992000002","19920716","","03","폐업","03","폐업","20200220","","","","","","","서울특별시 종로구 종로5가 265-12번지 ","서울특별시 종로구 종로 252-6 (종로5가)","03197","용림헬스","20200221093044","U","2020-02-23 02:40:00.0","","200434.09506233     ","452049.068622985    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061999000002","19991110","","03","폐업","03","폐업","20030211","","","","","","110100","서울특별시 종로구 교남동 6-0번지 ","서울특별시 종로구 통일로 144  (교남동)","","월드헬스클럽","20031031172520","I","2018-08-31 23:59:59.0","","196893.963935       ","451664.399383222    ","체력단련장업","사립","0","","","","","",""
"3000000","CDFH3301061990000001","19901124","","03","폐업","03","폐업","20181001","","","","","","110836","서울특별시 종로구 종로5가 182-6번지 ","서울특별시 종로구 동호로 406-2 (종로5가)","03196","로타리헬스","20181022151055","U","2018-10-24 02:37:18.0","","200143.159226132    ","452039.535286334    ","체력단련장업","사립","","","0","0","","",""
"3000000","CDFH3301061997000002","19970626","","01","영업/정상","13","영업중","","","","","02-763-4902","","","서울특별시 종로구 창신동 576번지 ","서울특별시 종로구 창신길 24 2층 (창신동)","03106","박영길 휘트니스","20200527194611","U","2020-05-29 02:40:00.0","","200889.400582142    ","452273.742811659    ","체력단련장업","사립","","","0","","","",""
"3150000","CDFH3301062021000020","20210630","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1032-23","서울특별시 강서구 강서로 199 3층 (화곡동)","07707","핏어팻GYM","20210630113540","I","2020-12-07 00:02:00.0","","185620.516916795","449062.149051797","","","","","","","","",""
