"행정구역별(읍면동)","연령별",2020,2020,2020
"행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명)
"동부","15~19세",48169,25561,22608
"동부","20~24세",65346,35891,29455
"동부","25~29세",56662,31139,25523
"춘천시","10~14세",12562,6481,6081
"춘천시","15~19세",15146,7959,7187
"춘천시","20~24세",22096,11507,10589
"춘천시","25~29세",19095,10358,8737
"원주시","10~14세",17207,8854,8353
"원주시","15~19세",18437,9625,8812
"원주시","20~24세",24667,12946,11721
"원주시","25~29세",22886,12292,10594
"강릉시","10~14세",8650,4563,4087
"강릉시","15~19세",11764,6300,5464
"강릉시","20~24세",17890,10116,7774
"강릉시","25~29세",12698,7294,5404
"동해시","10~14세",4102,2124,1978
"동해시","15~19세",3991,2112,1879
"동해시","20~24세",4022,2562,1460
"동해시","25~29세",4230,2477,1753
"태백시","10~14세",1809,917,892
"태백시","15~19세",1821,982,839
"태백시","20~24세",1811,1079,732
"태백시","25~29세",1497,811,686
"속초시","10~14세",3379,1719,1660
"속초시","15~19세",3403,1811,1592
"속초시","20~24세",3791,2199,1592
"속초시","25~29세",4372,2506,1866
"삼척시","10~14세",2259,1164,1095
"삼척시","15~19세",3374,1891,1483
"삼척시","20~24세",5913,3559,2354
"삼척시","25~29세",3219,1997,1222
"홍천군","10~14세",2299,1170,1129
"홍천군","15~19세",2650,1368,1282
"홍천군","20~24세",3109,1872,1237
"홍천군","25~29세",3400,2095,1305
"횡성군","10~14세",1424,732,692
"횡성군","15~19세",2079,1099,980
"횡성군","20~24세",2077,1201,876
"횡성군","25~29세",1790,1030,760
"영월군","10~14세",1116,582,534
"영월군","15~19세",1485,829,656
"영월군","20~24세",1549,908,641
"영월군","25~29세",1315,776,539
"평창군","10~14세",1298,686,612
"평창군","15~19세",1272,686,586
"평창군","20~24세",1466,858,608
"평창군","25~29세",1525,875,650
"정선군","10~14세",1203,612,591
"정선군","15~19세",1125,590,535
"정선군","20~24세",1145,698,447
"정선군","25~29세",1217,688,529
"철원군","10~14세",1731,917,814
"철원군","15~19세",1716,908,808
"철원군","20~24세",2412,1622,790
"철원군","25~29세",3155,2078,1077
"화천군","10~14세",833,409,424
"화천군","15~19세",795,406,389
"화천군","20~24세",1545,1106,439
"화천군","25~29세",2098,1470,628
"양구군","10~14세",824,420,404
"양구군","15~19세",1050,519,531
"양구군","20~24세",1199,854,345
"양구군","25~29세",1642,1094,548
"인제군","10~14세",1140,586,554
"인제군","15~19세",878,484,394
"인제군","20~24세",1507,1054,453
"인제군","25~29세",2208,1453,755
"고성군","10~14세",677,371,306
"고성군","15~19세",877,502,375
"고성군","20~24세",1967,1376,591
"고성군","25~29세",1692,1155,537
"양양군","10~14세",806,421,385
"양양군","15~19세",871,467,404
"양양군","20~24세",1020,611,409
"양양군","25~29세",1127,679,448
"읍부","10~14세",17051,8831,8220
"읍부","15~19세",16826,8922,7904
"읍부","20~24세",20711,11717,8994
"읍부","25~29세",23076,13650,9426
"면부","10~14세",8770,4596,4174
"면부","15~19세",11193,6134,5059
"면부","20~24세",18614,11343,7271
"면부","25~29세",19453,12737,6716
"동부","10~14세",45585,23522,22063
"동부","15~19세",52330,27245,25085
"동부","20~24세",73346,39191,34155
"동부","25~29세",68083,38105,29978
"충주시","10~14세",8890,4555,4335
"충주시","15~19세",10682,5596,5086
"충주시","20~24세",16672,9590,7082
"충주시","25~29세",14963,9254,5709
"제천시","10~14세",5385,2756,2629
"제천시","15~19세",6983,3629,3354
"제천시","20~24세",10153,5460,4693
"제천시","25~29세",7034,4091,2943
"청주시","10~14세",41559,21514,20045
"청주시","15~19세",45313,23708,21605
"청주시","20~24세",62452,33300,29152
"청주시","25~29세",65055,36391,28664
"상당구","10~14세",9162,4760,4402
"상당구","15~19세",9985,5386,4599
"상당구","20~24세",11574,6380,5194
"상당구","25~29세",11516,6232,5284
"서원구","10~14세",9511,4933,4578
"서원구","15~19세",11773,6144,5629
"서원구","20~24세",18089,9607,8482
"서원구","25~29세",14874,8371,6503
"흥덕구","10~14세",12882,6698,6184
"흥덕구","15~19세",13623,7011,6612
"흥덕구","20~24세",19266,10008,9258
"흥덕구","25~29세",23861,13199,10662
"청원구","10~14세",10004,5123,4881
"청원구","15~19세",9932,5167,4765
"청원구","20~24세",13523,7305,6218
"청원구","25~29세",14804,8589,6215
"보은군","10~14세",946,524,422
"보은군","15~19세",1111,595,516
"보은군","20~24세",1194,740,454
"보은군","25~29세",1130,679,451
"옥천군","10~14세",1818,945,873
"옥천군","15~19세",1845,1019,826
"옥천군","20~24세",2310,1357,953
"옥천군","25~29세",1970,1146,824
"영동군","10~14세",1480,795,685
"영동군","15~19세",1997,1084,913
"영동군","20~24세",3219,1948,1271
"영동군","25~29세",1904,1149,755
"진천군","10~14세",4155,2168,1987
"진천군","15~19세",4045,2159,1886
"진천군","20~24세",4798,2856,1942
"진천군","25~29세",6050,3811,2239
"괴산군","10~14세",923,445,478
"괴산군","15~19세",1539,893,646
"괴산군","20~24세",2716,1650,1066
"괴산군","25~29세",1613,1018,595
"음성군","10~14세",3706,1914,1792
"음성군","15~19세",4172,2245,1927
"음성군","20~24세",5845,3532,2313
"음성군","25~29세",7372,4867,2505
"단양군","10~14세",876,458,418
"단양군","15~19세",1024,560,464
"단양군","20~24세",958,590,368
"단양군","25~29세",1014,574,440
"증평군","10~14세",1668,875,793
"증평군","15~19세",1638,813,825
"증평군","20~24세",2354,1228,1126
"증평군","25~29세",2507,1512,995
"읍부","10~14세",24368,12669,11699
"읍부","15~19세",26634,13871,12763
"읍부","20~24세",30370,16937,13433
"읍부","25~29세",28244,16511,11733
"면부","10~14세",20757,10828,9929
"면부","15~19세",24024,12687,11337
